Column1,AQR,T4Q,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Horiz. %","119.12%","128.76%","125.27%","125.27%","152.51%","163.40%","228.76%","234.21%","239.66%","182.89%","100.00%",""
"NOSH","664,074","717,777","668,000","668,000","668,000","668,000","668,000","668,000","668,000","521,629","533,229","2.85%"
"YoY %","-7.48%","7.45%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","28.06%","-2.18%","-",""
"Horiz. %","124.54%","134.61%","125.27%","125.27%","125.27%","125.27%","125.27%","125.27%","125.27%","97.82%","100.00%",""
"NP Margin","-49.10    %","-11.99    %","-14.10    %","-289.81    %","-205.16    %","-1,732.46    %","-257.18    %","-0.07    %","15.21    %","26.44    %","35.32    %","-"
"YoY %","-309.51%","14.96%","95.13%","-41.26%","88.16%","-573.64%","-367,299.97%","-100.46%","-42.47%","-25.14%","-",""
"Horiz. %","-139.01%","-33.95%","-39.92%","-820.53%","-580.86%","-4,905.04%","-728.14%","-0.20%","43.06%","74.86%","100.00%",""
"ROE","-2.45    %","-0.76    %","-0.78    %","-15.11    %","-8.93    %","-59.90    %","-18.04    %","-0.03    %","9.65    %","25.52    %","47.65    %","-"
"YoY %","-222.37%","2.56%","94.84%","-69.20%","85.09%","-232.04%","-60,033.34%","-100.31%","-62.19%","-46.44%","-",""
"Horiz. %","-5.14%","-1.59%","-1.64%","-31.71%","-18.74%","-125.71%","-37.86%","-0.06%","20.25%","53.56%","100.00%",""
"RPS","1.15","1.43","1.31","1.29","1.28","1.09","3.10","11.42","29.67","43.22","32.83","-33.13%"
"YoY %","-19.58%","9.16%","1.55%","0.78%","17.43%","-64.84%","-72.85%","-61.51%","-31.35%","31.65%","-",""
"Horiz. %","3.50%","4.36%","3.99%","3.93%","3.90%","3.32%","9.44%","34.79%","90.37%","131.65%","100.00%",""
"EPS","-0.54","-0.17","-0.18","-3.48","-2.50","-17.97","-7.58","-0.01","4.25","10.72","10.96","-"
"YoY %","-217.65%","5.56%","94.83%","-39.20%","86.09%","-137.07%","-75,700.00%","-100.24%","-60.35%","-2.19%","-",""
"Horiz. %","-4.93%","-1.55%","-1.64%","-31.75%","-22.81%","-163.96%","-69.16%","-0.09%","38.78%","97.81%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.25","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%",""
"NAPS","0.2200","0.2200","0.2300","0.2300","0.2800","0.3000","0.4200","0.4300","0.4400","0.4300","0.2300","-"
"YoY %","0.00%","-4.35%","0.00%","-17.86%","-6.67%","-28.57%","-2.33%","-2.27%","2.33%","86.96%","-",""
"Horiz. %","95.65%","95.65%","100.00%","100.00%","121.74%","130.43%","182.61%","186.96%","191.30%","186.96%","100.00%",""
"RPS","1.07","1.43","1.22","1.20","1.19","1.02","2.88","10.63","27.61","31.41","24.39","-31.21%"
"YoY %","-25.17%","17.21%","1.67%","0.84%","16.67%","-64.58%","-72.91%","-61.50%","-12.10%","28.78%","-",""
"Horiz. %","4.39%","5.86%","5.00%","4.92%","4.88%","4.18%","11.81%","43.58%","113.20%","128.78%","100.00%",""
"EPS","-0.50","-0.17","-0.17","-3.23","-2.33","-16.72","-7.05","-0.01","3.95","7.97","8.14","-"
"YoY %","-194.12%","0.00%","94.74%","-38.63%","86.06%","-137.16%","-70,400.00%","-100.25%","-50.44%","-2.09%","-",""
"Horiz. %","-6.14%","-2.09%","-2.09%","-39.68%","-28.62%","-205.41%","-86.61%","-0.12%","48.53%","97.91%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.64","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%",""
"NAPS","0.2035","0.2200","0.2140","0.2140","0.2606","0.2792","0.3909","0.4002","0.4095","0.3125","0.1709","2.85%"
"YoY %","-7.50%","2.80%","0.00%","-17.88%","-6.66%","-28.58%","-2.32%","-2.27%","31.04%","82.86%","-",""
"Horiz. %","119.08%","128.73%","125.22%","125.22%","152.49%","163.37%","228.73%","234.17%","239.61%","182.86%","100.00%",""
"Date","AQR","T4Q","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","-","-"
"Price","0.0600","0.0600","0.1250","0.0300","0.0500","0.0800","0.0800","0.1100","0.2300","0.6900","0.0000","-"
"P/RPS","5.19","4.18","9.53","2.33","3.90","7.33","2.58","0.96","0.78","1.60","0.00","-"
"YoY %","24.16%","-56.14%","309.01%","-40.26%","-46.79%","184.11%","168.75%","23.08%","-51.25%","0.00%","-",""
"Horiz. %","324.38%","261.25%","595.62%","145.62%","243.75%","458.12%","161.25%","60.00%","48.75%","100.00%","-",""
"P/EPS","-11.11","-35.92","-69.53","-0.86","-2.00","-0.45","-1.06","-874.76","5.42","6.29","0.00","-"
"YoY %","69.07%","48.34%","-7,984.88%","57.00%","-344.44%","57.55%","99.88%","-16,239.48%","-13.83%","0.00%","-",""
"Horiz. %","-176.63%","-571.07%","-1,105.41%","-13.67%","-31.80%","-7.15%","-16.85%","-13,907.16%","86.17%","100.00%","-",""
"EY","-9.00","-2.78","-1.44","-115.85","-50.03","-224.64","-94.71","-0.11","18.47","15.90","0.00","-"
"YoY %","-223.74%","-93.06%","98.76%","-131.56%","77.73%","-137.19%","-86,000.00%","-100.60%","16.16%","0.00%","-",""
"Horiz. %","-56.60%","-17.48%","-9.06%","-728.62%","-314.65%","-1,412.83%","-595.66%","-0.69%","116.16%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","0.27","0.27","0.54","0.13","0.18","0.27","0.19","0.26","0.52","1.60","0.00","-"
"YoY %","0.00%","-50.00%","315.38%","-27.78%","-33.33%","42.11%","-26.92%","-50.00%","-67.50%","0.00%","-",""
"Horiz. %","16.88%","16.88%","33.75%","8.12%","11.25%","16.88%","11.88%","16.25%","32.50%","100.00%","-",""
"Date","AQR","T4Q","28/02/18","28/02/17","29/02/16","26/02/15","28/02/14","28/02/13","27/02/12","28/02/11","-","-"
"Price","0.0500","0.0500","0.1050","0.0250","0.0450","0.0700","0.0800","0.1150","0.2500","0.5900","0.0000","-"
"P/RPS","4.33","3.49","8.00","1.94","3.51","6.41","2.58","1.01","0.84","1.37","0.00","-"
"YoY %","24.07%","-56.38%","312.37%","-44.73%","-45.24%","148.45%","155.45%","20.24%","-38.69%","0.00%","-",""
"Horiz. %","316.06%","254.74%","583.94%","141.61%","256.20%","467.88%","188.32%","73.72%","61.31%","100.00%","-",""
"P/EPS","-9.26","-29.93","-58.40","-0.72","-1.80","-0.39","-1.06","-914.52","5.89","5.38","0.00","-"
"YoY %","69.06%","48.75%","-8,011.11%","60.00%","-361.54%","63.21%","99.88%","-15,626.66%","9.48%","0.00%","-",""
"Horiz. %","-172.12%","-556.32%","-1,085.50%","-13.38%","-33.46%","-7.25%","-19.70%","-16,998.51%","109.48%","100.00%","-",""
"EY","-10.80","-3.34","-1.71","-139.02","-55.59","-256.73","-94.71","-0.11","16.99","18.60","0.00","-"
"YoY %","-223.35%","-95.32%","98.77%","-150.08%","78.35%","-171.07%","-86,000.00%","-100.65%","-8.66%","0.00%","-",""
"Horiz. %","-58.06%","-17.96%","-9.19%","-747.42%","-298.87%","-1,380.27%","-509.19%","-0.59%","91.34%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","0.23","0.23","0.46","0.11","0.16","0.23","0.19","0.27","0.57","1.37","0.00","-"
"YoY %","0.00%","-50.00%","318.18%","-31.25%","-30.43%","21.05%","-29.63%","-52.63%","-58.39%","0.00%","-",""
"Horiz. %","16.79%","16.79%","33.58%","8.03%","11.68%","16.79%","13.87%","19.71%","41.61%","100.00%","-",""

